Barcode	IBET-gradual-TR2-PCR2-041119_S28_R1_001	IBET-gradual-TR2-PCR1-151119_S62_R1_001	ARAC-high-dose-TR1-PCR2-041119_S89_R1_001	DMSO-TR1-PCR2-221119_S33_R1_001	ARAC-high-dose-TR1-PCR1-041119_S87_R1_001	IBET-highdose-TR1-PCR1-081119_S41_R1_001	IBET-gradual-TR2-PCR2-011119_S12_R1_001	DMSO-TR1-PCR1-011119_S2_R1_001	IBET-highdose-TR1-PCR2-041119_S31_R1_001	IBET-highdose-TR2-PCR1-01119_S7_R1_001	IBET-highdose-TR1-PCR1-221119_S65_R1_001	IBET-gradual-TR2-PCR1-081119_S38_R1_001	ARAC-gradual-TR2-PCR2-081119_S52_R1_001	DMSO-TR1-PCR1-221119_S23_R1_001	IBET-highdose-TR2-PCR2-01119_S14_R1_001	DMSO-TR1-PCR2-151119_S69_R1_001	DMSO-TR2-PCR1-221119_S24_R1_001	IBET-gradual-TR1-PCR2-081119_S49_R1_001	DMSO-TR2-PCR1-041119_S16_R1_001	ARAC-gradual-TR1-PCR1-081119_S39_R1_001	DMSO-TR2-PCR1-011119_S3_R1_001	ARAC-gradual-TR1-PCR2-151119_S73_R1_001	DMSO-TR1-PCR1-151119_S59_R1_001	DMSO-TR2-PCR2-081119_S48_R1_001	ARAC-gradual-TR2-PCR2-011119_S82_R1_001	DMSO-TR1-PCR2-041119_S25_R1_001	IBET-highdose-TR2-PCR2-04119_S32_R1_001	ARAC-gradual-TR2-PCR1-081119_S40_R1_001	IBET-gradual-TR1-PCR1-151119_S61_R1_001	IBET-gradual-TR2-PCR2-151119_S72_R1_001	ARAC-gradual-TR1-PCR1-221119_S43_R1_001	ARAC-gradual-TR2-PCR1-151119_S64_R1_001	IBET-gradual-TR2-PCR1-221119_S44_R1_001	ARAC-gradual-TR2-PCR1-041119_S20_R1_001	ARAC-gradual-TR1-PCR2-041119_S29_R1_001	ARAC-high-dose-TR2-PCR2-011119_S86_R1_001	ARAC-gradual-TR1-PCR1-011119_S79_R1_001	DMSO-TR2-PCR2-011119_S10_R1_001	ARAC-gradual-TR1-PCR2-221119_S55_R1_001	ARAC-high-dose-TR2-PCR1-011119_S84_R1_001	IBET-highdose-TR1-PCR2-081119_S53_R1_001	DMSO-TR1-PCR1-081119_S35_R1_001	IBET-gradual-TR2-PCR1-011119_S5_R1_001	ARAC-gradual-TR2-PCR2-041119_S30_R1_001	DMSO-TR2-PCR2-151119_S70_R1_001	IBET-highdose-TR2-PCR2-221119_S76_R1_001	IBET-gradual-TR1-PCR2-221119_S57_R1_001	IBET-gradual-TR1-PCR1-041119_S17_R1_001	DMSO-TR2-PCR2-221119_S34_R1_001	DMSO-TR2-PCR1-081119_S36_R1_001	ARAC-gradual-TR2-PCR1-221119_S46_R1_001	DMSO-TR1-PCR1-041119_S15_R1_001	DMSO-TR2-PCR2-041119_S26_R1_001	IBET-gradual-TR1-PCR2-151119_S71_R1_001	IBET-gradual-TR2-PCR1-041119_S18_R1_001	IBET-gradual-TR1-PCR1-081119_S37_R1_001	ARAC-gradual-TR2-PCR2-151119_S74_R1_001	IBET-highdose-TR2-PCR1-08119_S42_R1_001	DMSO-TR1-PCR2-081119_S47_R1_001	IBET-gradual-TR1-PCR2-011119_S11_R1_001	IBET-highdose-TR1-PCR1-041119_S21_R1_001	ARAC-gradual-TR2-PCR1-011119_S80_R1_001	IBET-gradual-TR2-PCR2-221119_S56_R1_001	ARAC-gradual-TR2-PCR2-221119_S58_R1_001	IBET-highdose-TR1-PCR2-221119_S75_R1_001	ARAC-gradual-TR1-PCR2-081119_S51_R1_001	ARAC-high-dose-TR2-PCR1-041119_S88_R1_001	ARAC-high-dose-TR2-PCR2-041119_S90_R1_001	ARAC-gradual-TR1-PCR1-041119_S19_R1_001	ARAC-high-dose-TR1-PCR2-011119_S85_R1_001	ARAC-high-dose-TR1-PCR1-011119_S83_R1_001	TP0-baseline-PCR2_S8_R1_001	IBET-highdose-TR1-PCR2-011119_S13_R1_001	IBET-gradual-TR1-PCR1-011119_S4_R1_001	DMSO-TR1-PCR2-011119_S9_R1_001	IBET-gradual-TR1-PCR2-041119_S27_R1_001	IBET-highdose-TR2-PCR2-08119_S54_R1_001	ARAC-gradual-TR1-PCR1-151119_S63_R1_001	TP0-baseline-PCR1_S1_R1_001	IBET-gradual-TR2-PCR2-081119_S50_R1_001	IBET-highdose-TR2-PCR1-04119_S22_R1_001	ARAC-gradual-TR1-PCR2-011119_S81_R1_001	IBET-gradual-TR1-PCR1-221119_S45_R1_001	IBET-highdose-TR1-PCR1-011119_S6_R1_001	IBET-highdose-TR2-PCR1-221119_S66_R1_001	DMSO-TR2-PCR1-151119_S60_R1_001
BFP_Barcode_155926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BFP_Barcode_155939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156039	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	3	0	0	3	4	0	0	0	0	0	0	106	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0
BFP_Barcode_156098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156127	0	0	262	0	0	21	0	0	0	0	0	0	0	0	0	6	0	0	0	68	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0
BFP_Barcode_156151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15631	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	2	0	0	0	0	0	0	0	0	0	9	150	0	0	3	0
BFP_Barcode_156314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
BFP_Barcode_15636	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156402	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BFP_Barcode_156503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156542	0	0	0	0	214	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	162	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	361	0	0	5	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0
BFP_Barcode_156544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15661	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
BFP_Barcode_156643	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156651	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BFP_Barcode_156756	0	8	166	5	468	45	6	10	25	28	27	14	23	5	6	8	2	6	4	163	25	25	25	16	155	2	31	67	6	16	47	11	1	2	0	558	458	1	12	142	69	16	3	1	11	1	7	3	3	30	2	26	16	5	1	11	10	23	11	26	35	129	8	4	2	174	1	0	0	173	406	0	24	9	24	4	24	8	19	4	15	268	6	60	3	0
BFP_Barcode_15678	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	34	0	0	0	0
BFP_Barcode_156792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_156888	0	0	0	0	262	0	0	0	6	5	0	9	9	0	7	0	0	0	0	0	7	6	0	3	84	0	0	14	0	7	0	3	7	0	0	180	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	3	12	0	0	0	0	17	0	0	0	0	12	4	4	0	0	0	0	0	369	11	0	0	0	0	7	0	11	0	10	0	0	0	3	9
BFP_Barcode_15693	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157001	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157004	7	0	0	4	1	51	821	2093	310	883	0	87	0	10	834	360	58	142	1372	0	1344	0	298	346	205	1761	215	0	0	0	0	0	1	0	0	890	4	1277	0	529	112	754	780	0	160	0	0	158	27	240	0	1818	1074	2	9	103	0	186	679	988	227	111	0	0	0	0	3	7	0	256	291	1915	772	1091	1660	190	239	0	1733	73	180	166	0	1064	0	147
BFP_Barcode_157020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BFP_Barcode_157023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157079	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15736	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BFP_Barcode_157490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157499	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15753	0	0	0	10	0	0	51	30	12	2	0	2	0	10	15	5	0	4	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	53	17	0	0	0	0	25	0	0	0	51	0	0	1	0	0	0	68	46	3	1	0	0	0	0	0	0	0	0	0	87	38	21	77	21	0	0	78	4	6	101	0	24	0	0
BFP_Barcode_157555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0
BFP_Barcode_157578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BFP_Barcode_157604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157626	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157688	28	4	0	372	0	235	1148	592	345	721	0	169	362	399	827	740	460	291	413	1030	459	1910	807	164	1269	561	406	225	6	18	1223	64	0	12	2	309	104	469	1218	276	316	549	1124	14	375	1	0	513	402	198	3	517	325	1	30	255	43	178	560	991	326	1211	1	1	19	939	0	67	6	1	191	589	734	1215	518	434	173	1576	489	174	585	346	2	653	2	394
BFP_Barcode_157707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
BFP_Barcode_157720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157758	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_157768	0	0	0	0	191	0	0	0	16	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	63	0	0	0	0
BFP_Barcode_157785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
