Barcode	IBET-gradual-TR2-PCR2-041119_S28_R1_001	IBET-gradual-TR2-PCR1-151119_S62_R1_001	ARAC-high-dose-TR1-PCR2-041119_S89_R1_001	DMSO-TR1-PCR2-221119_S33_R1_001	ARAC-high-dose-TR1-PCR1-041119_S87_R1_001	IBET-highdose-TR1-PCR1-081119_S41_R1_001	IBET-gradual-TR2-PCR2-011119_S12_R1_001	DMSO-TR1-PCR1-011119_S2_R1_001	IBET-highdose-TR1-PCR2-041119_S31_R1_001	IBET-highdose-TR2-PCR1-01119_S7_R1_001	IBET-highdose-TR1-PCR1-221119_S65_R1_001	IBET-gradual-TR2-PCR1-081119_S38_R1_001	ARAC-gradual-TR2-PCR2-081119_S52_R1_001	DMSO-TR1-PCR1-221119_S23_R1_001	IBET-highdose-TR2-PCR2-01119_S14_R1_001	DMSO-TR1-PCR2-151119_S69_R1_001	DMSO-TR2-PCR1-221119_S24_R1_001	IBET-gradual-TR1-PCR2-081119_S49_R1_001	DMSO-TR2-PCR1-041119_S16_R1_001	ARAC-gradual-TR1-PCR1-081119_S39_R1_001	DMSO-TR2-PCR1-011119_S3_R1_001	ARAC-gradual-TR1-PCR2-151119_S73_R1_001	DMSO-TR1-PCR1-151119_S59_R1_001	DMSO-TR2-PCR2-081119_S48_R1_001	ARAC-gradual-TR2-PCR2-011119_S82_R1_001	DMSO-TR1-PCR2-041119_S25_R1_001	IBET-highdose-TR2-PCR2-04119_S32_R1_001	ARAC-gradual-TR2-PCR1-081119_S40_R1_001	IBET-gradual-TR1-PCR1-151119_S61_R1_001	IBET-gradual-TR2-PCR2-151119_S72_R1_001	ARAC-gradual-TR1-PCR1-221119_S43_R1_001	ARAC-gradual-TR2-PCR1-151119_S64_R1_001	IBET-gradual-TR2-PCR1-221119_S44_R1_001	ARAC-gradual-TR2-PCR1-041119_S20_R1_001	ARAC-gradual-TR1-PCR2-041119_S29_R1_001	ARAC-high-dose-TR2-PCR2-011119_S86_R1_001	ARAC-gradual-TR1-PCR1-011119_S79_R1_001	DMSO-TR2-PCR2-011119_S10_R1_001	ARAC-gradual-TR1-PCR2-221119_S55_R1_001	ARAC-high-dose-TR2-PCR1-011119_S84_R1_001	IBET-highdose-TR1-PCR2-081119_S53_R1_001	DMSO-TR1-PCR1-081119_S35_R1_001	IBET-gradual-TR2-PCR1-011119_S5_R1_001	ARAC-gradual-TR2-PCR2-041119_S30_R1_001	DMSO-TR2-PCR2-151119_S70_R1_001	IBET-highdose-TR2-PCR2-221119_S76_R1_001	IBET-gradual-TR1-PCR2-221119_S57_R1_001	IBET-gradual-TR1-PCR1-041119_S17_R1_001	DMSO-TR2-PCR2-221119_S34_R1_001	DMSO-TR2-PCR1-081119_S36_R1_001	ARAC-gradual-TR2-PCR1-221119_S46_R1_001	DMSO-TR1-PCR1-041119_S15_R1_001	DMSO-TR2-PCR2-041119_S26_R1_001	IBET-gradual-TR1-PCR2-151119_S71_R1_001	IBET-gradual-TR2-PCR1-041119_S18_R1_001	IBET-gradual-TR1-PCR1-081119_S37_R1_001	ARAC-gradual-TR2-PCR2-151119_S74_R1_001	IBET-highdose-TR2-PCR1-08119_S42_R1_001	DMSO-TR1-PCR2-081119_S47_R1_001	IBET-gradual-TR1-PCR2-011119_S11_R1_001	IBET-highdose-TR1-PCR1-041119_S21_R1_001	ARAC-gradual-TR2-PCR1-011119_S80_R1_001	IBET-gradual-TR2-PCR2-221119_S56_R1_001	ARAC-gradual-TR2-PCR2-221119_S58_R1_001	IBET-highdose-TR1-PCR2-221119_S75_R1_001	ARAC-gradual-TR1-PCR2-081119_S51_R1_001	ARAC-high-dose-TR2-PCR1-041119_S88_R1_001	ARAC-high-dose-TR2-PCR2-041119_S90_R1_001	ARAC-gradual-TR1-PCR1-041119_S19_R1_001	ARAC-high-dose-TR1-PCR2-011119_S85_R1_001	ARAC-high-dose-TR1-PCR1-011119_S83_R1_001	TP0-baseline-PCR2_S8_R1_001	IBET-highdose-TR1-PCR2-011119_S13_R1_001	IBET-gradual-TR1-PCR1-011119_S4_R1_001	DMSO-TR1-PCR2-011119_S9_R1_001	IBET-gradual-TR1-PCR2-041119_S27_R1_001	IBET-highdose-TR2-PCR2-08119_S54_R1_001	ARAC-gradual-TR1-PCR1-151119_S63_R1_001	TP0-baseline-PCR1_S1_R1_001	IBET-gradual-TR2-PCR2-081119_S50_R1_001	IBET-highdose-TR2-PCR1-04119_S22_R1_001	ARAC-gradual-TR1-PCR2-011119_S81_R1_001	IBET-gradual-TR1-PCR1-221119_S45_R1_001	IBET-highdose-TR1-PCR1-011119_S6_R1_001	IBET-highdose-TR2-PCR1-221119_S66_R1_001	DMSO-TR2-PCR1-151119_S60_R1_001
BFP_Barcode_301336	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301409	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30154	2	0	0	77	0	26	359	355	74	132	0	26	0	84	193	129	100	49	218	0	222	0	118	115	23	304	92	0	0	0	0	0	1	0	0	108	10	210	0	174	16	290	363	0	119	1	0	96	59	118	0	342	173	0	5	21	0	1	223	382	119	5	0	0	0	0	1	0	0	0	42	270	165	397	298	62	3	0	287	26	80	0	0	197	1	140
BFP_Barcode_301547	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301550	0	0	0	0	0	0	51	15	0	4	0	0	0	0	5	0	0	1	30	0	23	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	32	0	7	0	0	0	0	0	0	5	16	0	0	0	0	0	7	37	2	0	0	0	0	0	0	0	0	0	0	87	7	36	4	3	0	0	47	0	4	0	0	35	0	15
BFP_Barcode_301642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_301953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302050	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302314	0	0	0	0	0	0	1	2	4	43	0	0	6	0	19	0	0	2	6	0	18	0	0	0	11	7	1	6	0	0	0	0	0	0	0	0	0	10	0	141	0	3	17	0	0	0	0	8	0	0	0	21	2	0	0	2	0	0	8	19	1	1	0	0	0	0	0	0	0	0	10	39	10	19	3	1	0	0	28	0	14	0	0	13	0	0
BFP_Barcode_302497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302576	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
BFP_Barcode_302697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30286	32	0	0	3269	1	873	3477	4265	1739	4819	0	239	0	3361	5276	1915	6065	504	2447	0	3091	0	2222	3901	471	3161	1916	0	5	0	0	0	14	0	0	133	1	3298	0	183	793	5656	4396	0	7047	16	0	841	6295	3759	0	3319	2120	18	34	413	1	566	5133	4391	1375	1064	12	1	1	0	17	14	2	7	1311	3545	3513	5045	3576	718	574	0	3455	292	2465	101	0	3543	22	6704
BFP_Barcode_302879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_302888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0
BFP_Barcode_30295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303246	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30327	6	0	0	819	0	40	1072	1624	317	753	0	24	0	786	664	1166	969	123	2071	0	2836	0	1131	1339	308	1804	255	2	8	0	0	0	2	0	0	0	101	2345	0	49	43	2230	1091	1	1235	4	0	248	910	1715	0	2029	1821	2	10	107	0	79	2157	1091	262	430	4	0	0	0	8	6	0	380	364	3519	703	1417	1468	231	61	0	3338	49	236	59	0	646	5	1376
BFP_Barcode_303330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
BFP_Barcode_303395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BFP_Barcode_30351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303551	2	0	0	59	0	0	54	265	14	98	0	3	0	41	73	156	0	5	149	0	178	0	153	58	0	169	37	0	0	0	0	0	0	0	0	0	0	237	0	0	0	179	88	0	1	0	0	23	0	36	0	122	104	0	1	0	0	0	148	131	11	5	0	0	0	0	0	0	0	1	30	174	48	182	151	17	6	0	258	2	8	0	0	36	0	1
BFP_Barcode_303586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BFP_Barcode_303611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30362	1	0	0	2	0	0	71	52	35	28	0	0	0	16	35	19	0	6	58	0	82	0	22	30	63	83	7	0	0	0	0	0	0	0	0	0	0	52	0	0	0	50	55	0	0	0	0	16	0	18	0	84	66	0	0	9	0	0	30	33	20	0	0	0	0	0	0	0	0	232	11	112	27	53	67	15	0	0	99	2	34	0	0	56	0	0
BFP_Barcode_303752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BFP_Barcode_303807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_303886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_304241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_304263	5	0	0	0	0	23	580	510	104	532	0	18	0	0	417	92	0	17	482	0	616	0	72	306	170	318	76	0	0	0	0	0	0	1	0	0	0	530	0	0	55	338	589	0	68	1	0	67	0	284	0	470	503	0	3	13	0	4	248	551	113	106	0	0	0	0	2	2	0	1	182	1114	281	594	446	93	0	0	1053	15	102	0	0	413	0	85
BFP_Barcode_304277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
BFP_Barcode_304278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_30433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
